0,300,50
1,301,50
2,302,50
3,303,50
4,304,50
5,305,49
6,306,49
7,307,49
8,308,49
9,309,49
10,310,48
11,311,48
12,312,48
13,313,48
14,314,48
15,315,47
16,316,47
17,317,47
18,318,47
19,319,47
20,320,46
21,321,46
22,322,46
23,323,46
24,324,46
25,325,45
26,326,45
27,327,45
28,328,45
29,329,45
30,330,44
31,331,44
32,332,44
33,333,44
34,334,44
35,335,43
36,336,43
37,337,43
38,338,43
39,339,43
40,340,42
41,341,42
42,342,42
43,343,42
44,344,42
45,345,41
46,346,41
47,347,41
48,348,41
49,349,41
50,350,40
51,351,40
52,352,40
53,353,40
54,354,40
55,355,39
56,356,39
57,357,39
58,358,39
59,359,39
60,360,38
61,361,38
62,362,38
63,363,38
64,364,38
65,365,37
66,366,37
67,367,37
68,368,37
69,369,37
70,370,36
71,371,36
72,372,36
73,373,36
74,374,36
75,375,35
76,376,35
77,377,35
78,378,35
79,379,35
80,380,34
81,381,34
82,382,34
83,383,34
84,384,34
85,385,33
86,386,33
87,387,33
88,388,33
89,389,33
90,390,32
91,391,32
92,392,32
93,393,32
94,394,32
95,395,31
96,396,31
97,397,31
98,398,31
99,399,31
100,400,30
101,401,30
102,402,30
103,403,30
104,404,30
105,405,29
106,406,29
107,407,29
108,408,29
109,409,29
110,410,28
111,411,28
112,412,28
113,413,28
114,414,28
115,415,27
116,416,27
117,417,27
118,418,27
119,419,27
120,420,26
121,421,26
122,422,26
123,423,26
124,424,26
125,425,25
126,426,25
127,427,25
128,428,25
129,429,25
130,430,24
131,431,24
132,432,24
133,433,24
134,434,24
135,435,23
136,436,23
137,437,23
138,438,23
139,439,23
140,440,22
141,441,22
142,442,22
143,443,22
144,444,22
145,445,21
146,446,21
147,447,21
148,448,21
149,449,21
150,450,20
151,451,20
152,452,20
153,453,20
154,454,20
155,455,19
156,456,19
157,457,19
158,458,19
159,459,19
160,460,18
161,461,18
162,462,18
163,463,18
164,464,18
165,465,17
166,466,17
167,467,17
168,468,17
169,469,17
170,470,16
171,471,16
172,472,16
173,473,16
174,474,16
175,475,15
176,476,15
177,477,15
178,478,15
179,479,15
180,480,14
181,481,14
182,482,14
183,483,14
184,484,14
185,485,13
186,486,13
187,487,13
188,488,13
189,489,13
190,490,12
191,491,12
192,492,12
193,493,12
194,494,12
195,495,11
196,496,11
197,497,11
198,498,11
199,499,11
200,500,10
201,501,10
202,502,10
203,503,10
204,504,10
205,505,9
206,506,9
207,507,9
208,508,9
209,509,9
210,510,8
211,511,8
212,512,8
213,513,8
214,514,8
215,515,7
216,516,7
217,517,7
218,518,7
219,519,7
220,520,6
221,521,6
222,522,6
223,523,6
224,524,6
225,525,5
226,526,5
227,527,5
228,528,5
229,529,5
230,530,4
231,531,4
232,532,4
233,533,4
234,534,4
235,535,3
236,536,3
237,537,3
238,538,3
239,539,3
240,540,2
241,541,2
242,542,2
243,543,2
244,544,2
245,545,1
246,546,1
247,547,1
248,548,1
249,549,1
250,550,0
251,551,0
252,552,0
253,553,0
254,554,0
255,555,0
256,556,0
257,557,0
258,558,0
259,559,0
260,560,0
261,561,0
262,562,0
263,563,0
264,564,0
265,565,0
266,566,0
267,567,0
268,568,0
269,569,0
270,570,0
271,571,0
272,572,0
273,573,0
274,574,0
275,575,0
